,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
,당일치기,1,3,2:59,제주김만복김밥 본점,제주특별자치도 제주시 오라로 41,맛집,,🎥 영상 보기
,당일치기,1,4,4:32,제주마당,제주특별자치도 제주시 도리로 50 2층,관광지,,🎥 영상 보기
,당일치기,1,5,6:22,타르트옵서 본점,제주특별자치도 제주시 서해안로 288,카페,,🎥 영상 보기
,당일치기,1,6,8:32,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,관광지,,🎥 영상 보기
,당일치기,1,7,9:29,서귀포아케이드상가,제주특별자치도 서귀포시 중정로73번길 13,관광지,,🎥 영상 보기
,당일치기,1,8,10:15,유니호텔 제주,제주특별자치도 제주시 애월읍 애월해안로 656,숙소,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
혼자 제주도 당일치기vlog✈️새벽3:30~밤11시까지 제주도 뿌시는 파워P의 하루 여행🍊,당일치기,1,1,8:30,롯데렌터카 제주 오토하우스,제주특별자치도 제주시 용해로 92 1층,기타,"226,568",🎥 영상 보기
,당일치기,1,2,8:45,자매국수,제주특별자치도 제주시 항골남길 46 자매국수,관광지,,🎥 영상 보기
,당일치기,1,3,9:00,자매국수 본점,제주특별자치도 제주시 삼성로 67,맛집,,🎥 영상 보기
,당일치기,1,4,9:00,우진해장국,제주특별자치도 제주시 서사로 11,맛집,,🎥 영상 보기
,당일치기,1,5,10:30,아베베 베이커리 제주,제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),맛집,,🎥 영상 보기
,당일치기,1,6,11:30,애월 인디고인디드 카페,제주특별자치도 제주시 애월읍 애월해안로 204,카페,,🎥 영상 보기
,당일치기,1,7,13:00,제주만선갈치 곽지해수욕장본점,제주특별자치도 제주시 애월읍 곽지9길 39 2층,관광지,,🎥 영상 보기
,당일치기,1,8,14:00,단소 제주 애월본점,제주특별자치도 제주시 애월읍 애월로 139-4 1층 단소,맛집,,🎥 영상 보기
,당일치기,1,9,15:30,다과상점,제주특별자치도 제주시 애월읍 유수암로 51,카페,,🎥 영상 보기
,당일치기,1,10,16:30,탱글,제주특별자치도 제주시 애월읍 애월로9길 12-7 1층,기타,,🎥 영상 보기
,당일치기,1,11,17:30,애월한담공원,제주특별자치도 제주시 애월읍 애월로 11,관광지,,🎥 영상 보기
,당일치기,1,12,18:30,애월 온기,제주특별자치도 제주시 애월읍 애월로 11 갈치맛집 온기,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"나혼자 제주도 당일치기! 제주도를 삼키고 왔습니다. 우진해장국, 아베베 베이커리, 흑돼지, 현지인 소금빵, 라멘, 오션뷰 밀크티",당일치기,1,1,0:00,우진해장국,제주특별자치도 제주시 서사로 11,맛집,"153,530",🎥 영상 보기
,당일치기,1,2,0:00,아베베 베이커리 제주본점,제주특별자치도 제주시 동문로6길 4,맛집,,🎥 영상 보기
,당일치기,1,3,0:00,보엠,제주특별자치도 제주시 원노형로 102 한화아파트 상가동 103호,맛집,,🎥 영상 보기
,당일치기,1,4,0:00,잇칸시타,제주특별자치도 제주시 애월읍 신엄안2길 54-1 1층,맛집,,🎥 영상 보기
,당일치기,1,5,0:00,지금이순간,제주특별자치도 제주시 일주서로 7583,카페,,🎥 영상 보기
,당일치기,1,6,0:00,위드시티호텔,제주특별자치도 제주시 노연로 34,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"A one-day trip to Jeju... with THIS crew!? Seok-jin, Sang-yeob, So-min, Mi-joo combo! -Seoksam Play",당일치기,1,1,3:40,제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,기타,"634,999",🎥 영상 보기
,당일치기,1,2,15:10,바다그린하우스,제주특별자치도 제주시 용마서1길 23,맛집,,🎥 영상 보기
,당일치기,1,3,3:51,제이샵 라운지제이,제주특별자치도 제주시 서해안로 360 제이샵 제주공항점,기타,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"나혼자 제주 당일치기 도파민 미침••카페 성지,목장 투어,흑돼지 먹고 에타맛집,소품샵 탱글",당일치기,1,1,2:00,김희선제주몸국,제주특별자치도 제주시 어영길 45-6,맛집,"126,972",🎥 영상 보기
,당일치기,1,2,3:51,휴대폰성지 대박통신 제주점,제주특별자치도 제주시 건주로4길 6-8 101호,카페,,🎥 영상 보기
,당일치기,1,3,6:19,길갈 팜 랜드,제주특별자치도 제주시 조천읍 남조로 1785-12,관광지,,🎥 영상 보기
,당일치기,1,4,9:31,말로,제주특별자치도 제주시 조천읍 남조로 1785-12,카페,,🎥 영상 보기
,당일치기,1,5,10:31,모들한상,제주특별자치도 제주시 애월읍 하가로 180,맛집,,🎥 영상 보기
,당일치기,1,6,12:31,린도디아,제주특별자치도 제주시 애월읍 애월항로 2 1층 린도디아,기타,,🎥 영상 보기
,당일치기,1,7,13:40,탱글,제주특별자치도 제주시 애월읍 애월로9길 12-7 1층,기타,,🎥 영상 보기
,당일치기,1,8,15:40,제레미,제주특별자치도 제주시 애월읍 애월로 106-1,기타,,🎥 영상 보기
,당일치기,1,9,16:34,보배책방,제주특별자치도 제주시 애월읍 납읍로2길 15-1 단독건물,기타,,🎥 영상 보기
,당일치기,1,10,17:24,소소한담,제주특별자치도 제주시 애월읍 일주서로 6691 1층 소소한담,기타,,🎥 영상 보기
,당일치기,1,11,18:22,자매국수,제주특별자치도 제주시 항골남길 46 자매국수,관광지,,🎥 영상 보기
,당일치기,1,12,20:03,돈사촌 노형본점,제주 제주시 우평로 39,맛집,,🎥 영상 보기
,당일치기,1,13,23:00,우진해장국,제주특별자치도 제주시 서사로 11,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
[vlog]혼자 제주 여행⛰️🍊(눈물의 한라산 등산과 혼술../멜조림 고기/딱새우와 소라회🐚/인생 에그타르트/모닝 소고기 국밥/초밥 맡김차림/왕김밥/제주 시장 치킨/깨알 두쫀쿠),1박 2일,1,1,,신라스테이 플러스 이호테우,제주특별자치도 제주시 연대마을길 76,숙소,"192,616",🎥 영상 보기
,1박 2일,1,2,,솔지식당,제주특별자치도 제주시 월랑로 88,맛집,,🎥 영상 보기
,1박 2일,1,3,,토토네,제주특별자치도 제주시 애월읍 하귀10길 49-2 102호,카페,,🎥 영상 보기
,1박 2일,1,4,,김녕오라이 신제주점,제주특별자치도 제주시 원노형2길 29-5 1층,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,5,,한라산영실,제주특별자치도 서귀포시 1100로 740-168,관광지,,🎥 영상 보기
,1박 2일,2,6,,무정해장국,제주특별자치도 제주시 신대로10길 29,맛집,,🎥 영상 보기
,1박 2일,2,7,,스시모리,제주특별자치도 제주시 오남로 302,맛집,,🎥 영상 보기
,1박 2일,2,8,,다가미 김밥 본점,제주특별자치도 제주시 동광로 102,맛집,,🎥 영상 보기
,1박 2일,2,9,,이도통닭 (동문재래시장),제주특별자치도 제주시 관덕로14길 20,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"여름 제주🍅감다살 26시간🍅모나언니랑 서쪽여행 vlog•한 눈에 반한 숙소,흑돼지,인생소품샵,수리코",1박 2일,1,1,1:15,숙성도 애월점,제주특별자치도 제주시 애월읍 애월로1길 24-16 1층,맛집,"90,258",🎥 영상 보기
,1박 2일,1,2,3:40,프로퍼밀도,제주특별자치도 서귀포시 대정읍 암반수마농로 532-4,숙소,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,3,5:22,수목나무병원,제주특별자치도 제주시 아란서길 164 1층,관광지,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"When traveling to Jeju, you must come here🌴 A must-visit restaurant that I've been to more than 1...",1박 2일,1,1,1:15,위드시티호텔,제주특별자치도 제주시 노연로 34,맛집,"325,171",🎥 영상 보기
,1박 2일,1,2,3:42,레이지펌프,제주특별자치도 제주시 애월읍 애월북서길 32 lazypump,카페,,🎥 영상 보기
,1박 2일,1,3,5:58,도두동 무지개 해안도로,제주특별자치도 제주시 도두일동 1734,관광지,,🎥 영상 보기
,1박 2일,1,4,7:20,랜딩관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩관,숙소,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,5,9:05,제주시새우리,제주특별자치도 제주시 무근성7길 24 제주시 새우리,맛집,,🎥 영상 보기
,1박 2일,2,6,10:33,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,관광지,,🎥 영상 보기
,1박 2일,2,7,12:48,카페 글렌코,제주특별자치도 제주시 구좌읍 비자림로 1202,카페,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
Solo Jeju trip ☘️ Spreading the east for 2 days and 1 night.. (+Please follow the exact same rout...,1박 2일,1,1,0:00,그옛맛,제주특별자치도 제주시 서사로24길 12 1층 그옛맛,맛집,"146,764",🎥 영상 보기
,1박 2일,1,2,0:00,아일안,제주특별자치도 제주시 조천읍 신촌북1길 20-1 아일안,숙소,,🎥 영상 보기
,1박 2일,1,3,0:00,로미뮤직하우스,제주특별자치도 제주시 조천읍 선교로 106 1층,카페,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,4,0:00,카페 글렌코,제주특별자치도 제주시 구좌읍 비자림로 1202,카페,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
짧은 주말 굵게 즐기고 온 2박 2일 제주 여행 브이로그 ✶ 요즘 핫한 카페부터 제주도 또간집!,1박 2일,1,1,0:45,제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,기타,"25,713",🎥 영상 보기
,1박 2일,1,2,2:00,우무 한림점,제주특별자치도 제주시 한림읍 한림로 542-1,카페,,🎥 영상 보기
,1박 2일,1,3,2:50,로우앤스윗,제주특별자치도 제주시 한림읍 한림서길 21-8,카페,,🎥 영상 보기
,1박 2일,1,4,4:45,에퀴녹스 드 금능 제주 협재 해수욕장,제주특별자치도 제주시 한림읍 금능9길 8 에퀴녹스,관광지,,🎥 영상 보기
,1박 2일,1,5,6:15,유월그리고열두마루,제주특별자치도 제주시 구좌읍 한동로1길 38,숙소,,🎥 영상 보기
,1박 2일,1,6,8:15,숙성도 중문점,"제주특별자치도 서귀포시 일주서로 1101 1,2층 (상예동) 숙성도 중문점",맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,7,11:25,인스밀,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22 1층,카페,,🎥 영상 보기
,1박 2일,2,8,13:40,제주에가면,제주특별자치도 제주시 탑동로 119 제주에가면,맛집,,🎥 영상 보기
,1박 2일,2,9,15:10,플레이스 캠프 제주 (페이보릿),제주특별자치도 서귀포시 성산읍 동류암로 20,기타,,🎥 영상 보기
,1박 2일,2,10,16:10,카페 드롭탑 제주성산점,제주특별자치도 서귀포시 성산읍 일출로 284-5,카페,,🎥 영상 보기
,1박 2일,2,11,17:15,제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,기타,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"폭싹 놀고 왔수다! 급 떠난 제주도 1박 2일 브이로그★ 신상 숙소, 카페, 포토 스팟 대공개🌼",1박 2일,1,1,0:26,해월정,제주특별자치도 제주시 구좌읍 해맞이해안로 2340 제주 해월정,맛집,"15,802",🎥 영상 보기
,1박 2일,1,2,2:05,울트라마린 제주,제주특별자치도 제주시 한경면 일주서로 4611,카페,,🎥 영상 보기
,1박 2일,1,3,3:36,스테이 무디,제주 제주시 한경면 용수1길 23-14,숙소,,🎥 영상 보기
,1박 2일,1,4,4:59,위드시티호텔,제주특별자치도 제주시 노연로 34,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,5,6:23,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,관광지,,🎥 영상 보기
,1박 2일,2,6,7:37,오데뜨,제주특별자치도 제주시 한림읍 중산간서로 4995-6 오데뜨,맛집,,🎥 영상 보기
,1박 2일,2,7,8:24,인스밀,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22 1층,카페,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"Jeju VLOG 🍊 | Jeju 1 Night 2 Days, Yanadu Can Do It!! | West Jeju | Seogwipo | Wii | LLLF | Manse...",1박 2일,1,1,0:18,만선식당,제주특별자치도 서귀포시 대정읍 하모항구로 44 만선식당,맛집,"10,862",🎥 영상 보기
,1박 2일,1,2,1:25,명랑스낵,제주특별자치도 제주시 한림읍 한림로 585,맛집,,🎥 영상 보기
,1박 2일,1,3,2:33,위이 (Wii),제주특별자치도 제주시 한림읍 명월로 6,카페,,🎥 영상 보기
,1박 2일,1,4,3:41,집의기록상점,제주특별자치도 제주시 한림읍 귀덕11길 60,기타,,🎥 영상 보기
,1박 2일,1,5,4:52,LLLF,제주특별자치도 서귀포시 대정읍 무릉사장로 8 1층,카페,,🎥 영상 보기
,1박 2일,1,6,6:05,신화관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신화관,숙소,,🎥 영상 보기
,1박 2일,1,7,7:11,포크너 제주신화월드점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 제주신화월드 신화쇼핑스트리트 F01호,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,1박 2일,2,8,8:24,수풀,제주특별자치도 제주시 한림읍 한수풀로 36 2층,카페,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
[Jeju vlog] 인생 스팟들로 꽉 채운 2박3일 제주 여행🍊| 제주서쪽감성숙소 | 판포포구수영 | 금오름 & 반딧불이 | 용머리해안 | 소품샵쇼핑 | 바리메오름 | 싱싱잇,2박 3일,1,1,0:00,제주서쪽감성숙소 제주애물들다,제주특별자치도 제주시 한경면 고조로 492-8,숙소,"216,552",🎥 영상 보기
,2박 3일,1,2,0:26,아니따 파스타 한림금악본점,제주특별자치도 제주시 한림읍 금악로1길 1 아니따 파스타,관광지,,🎥 영상 보기
,2박 3일,1,3,1:05,위드시티호텔,제주특별자치도 제주시 노연로 34,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,2박 3일,2,4,2:00,페쪼 협재판포포구점,제주특별자치도 제주시 한경면 일주서로 4459-4 페쪼,관광지,,🎥 영상 보기
,2박 3일,2,5,3:05,섬곳 용머리해안본점,제주특별자치도 서귀포시 안덕면 사계남로216번길 29 107호,관광지,,🎥 영상 보기
,2박 3일,2,6,3:51,선물고팡 제주소품샵 공항점,제주특별자치도 제주시 월성로 15 선물고팡 제주공항점,기타,,🎥 영상 보기
--- Day 3 코스 시작 ---,,,,,,,,,
,2박 3일,3,7,4:15,바리메오름 주차장입구,제주특별자치도 제주시 애월읍,관광지,,🎥 영상 보기
,2박 3일,3,8,4:18,싱싱잇,제주특별자치도 제주시 한림읍 한림로 181 싱싱잇,맛집,,🎥 영상 보기
,2박 3일,3,9,4:40,제주국제공항,제주특별자치도 제주시 공항로 2 제주국제공항,기타,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"내가 사랑하는 여름 제주, 2박3일 식도락 제주여행 브이로그🌴",2박 3일,1,1,0:56,이춘옥원조고등어쌈밥 제주애월본점,제주특별자치도 제주시 애월읍 일주서로 7213,맛집,"17,980",🎥 영상 보기
,2박 3일,1,2,2:47,히포파운드,제주 제주시 연대마을길 28,카페,,🎥 영상 보기
,2박 3일,1,3,3:15,잔물결 협재 본점,제주특별자치도 제주시 한림읍 금능길 58-1 1층,카페,,🎥 영상 보기
,2박 3일,1,4,4:06,금악마을 꿀봉,제주 제주시 한림읍 금악로1길 3,맛집,,🎥 영상 보기
,2박 3일,1,5,5:20,성이시돌목장,제주특별자치 제주시 산록남로 53,관광지,,🎥 영상 보기
,2박 3일,1,6,6:15,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,관광지,,🎥 영상 보기
,2박 3일,1,7,7:41,스위트호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 67 스위트호텔,숙소,,🎥 영상 보기
,2박 3일,1,8,8:37,신우성흑돼지 중문점,제주특별자치도 서귀포시 중문관광로72번길 29-9 신우성흑돼지,맛집,,🎥 영상 보기
,2박 3일,1,9,9:31,라타베르나,제주특별자치도 서귀포시 중문관광로72번길 67 1층,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,2박 3일,2,10,10:09,서귀포아케이드상가,제주특별자치도 서귀포시 중정로73번길 13,관광지,,🎥 영상 보기
,2박 3일,2,11,10:20,청아투명카약,제주특별자치도 제주시 애월읍 애월로 11 한담공원,관광지,,🎥 영상 보기
,2박 3일,2,12,11:18,기억나는집,제주특별자치도 서귀포시 중앙로 6,맛집,,🎥 영상 보기
,2박 3일,2,13,12:22,큰엉해안경승지,제주특별자치도 서귀포시 남원읍 태위로 522-17 큰엉전망대,관광지,,🎥 영상 보기
,2박 3일,2,14,12:57,지환이네수산물,제주 서귀포시 성산읍 신산리 1130-17,맛집,,🎥 영상 보기
,2박 3일,2,15,14:09,온더스톤 게스트하우스 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,관광지,,🎥 영상 보기
,2박 3일,2,16,15:06,호끌락다락,제주 제주시 조천읍 함덕10길 6,맛집,,🎥 영상 보기
,2박 3일,2,17,16:30,제주삼춘 함덕해수욕장 흑돼지,제주특별자치도 제주시 조천읍 신북로 537-1 1층,관광지,,🎥 영상 보기
,2박 3일,2,18,17:40,쥐구멍,제주특별자치도 제주시 인다1길 58-8 1층,맛집,,🎥 영상 보기
--- Day 3 코스 시작 ---,,,,,,,,,
,2박 3일,3,19,18:22,함덕골목 오라점,제주특별자치도 제주시 오라로 124 1층,맛집,,🎥 영상 보기
,2박 3일,3,20,19:14,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023 제주돌문화공원,관광지,,🎥 영상 보기
,2박 3일,3,21,21:03,카페진정성 종점,제주특별자치도 제주시 서해안로 124,카페,,🎥 영상 보기
,2박 3일,3,22,22:29,유리네식당,제주특별자치도 제주시 연북로 146,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
3 Days Solo in Jeju | Exploring the Best Food Spots and Cafe Hopping☕️,2박 3일,1,1,1:13,올리브영 제주연동점,제주특별자치도 제주시 신광로 21,기타,"88,962",🎥 영상 보기
,2박 3일,1,2,1:31,플레이스 캠프 제주,제주특별자치도 서귀포시 성산읍 동류암로 20,숙소,,🎥 영상 보기
,2박 3일,1,3,2:05,프릳츠 제주성산점,제주특별자치도 서귀포시 성산읍 일출로 222,카페,,🎥 영상 보기
,2박 3일,1,4,4:17,단백,제주특별자치도 서귀포시 성산읍 고성동서로56번길 15 2층 단백,맛집,,🎥 영상 보기
,2박 3일,1,5,6:01,하나로마트 성산일출봉농협본점,제주특별자치도 서귀포시 성산읍 일주동로 4282,기타,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,2박 3일,2,6,7:22,유민 아르누보 뮤지엄,제주특별자치도 서귀포시 성산읍 섭지코지로 107 휘닉스 아일랜드 제주,관광지,,🎥 영상 보기
,2박 3일,2,7,9:25,호자,제주특별자치도 제주시 구좌읍 세화8길 7 1층,맛집,,🎥 영상 보기
,2박 3일,2,8,10:33,아코제주,제주특별자치도 제주시 구좌읍 중산간동로 2263 아코제주,카페,,🎥 영상 보기
,2박 3일,2,9,11:07,세화민속오일시장,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,관광지,,🎥 영상 보기
,2박 3일,2,10,11:56,꽃길만걷차 애월점,제주특별자치도 제주시 애월읍 고내동길 21 이강센스타운 102동 15~16호 라인 1층,맛집,,🎥 영상 보기
,2박 3일,2,11,12:59,선셋봉고,제주특별자치도 제주시 구좌읍 해맞이해안로 1400,맛집,,🎥 영상 보기
,2박 3일,2,12,13:38,차한모금,제주특별자치도 제주시 구좌읍 비자숲길 21 검은색 건물,카페,,🎥 영상 보기
,2박 3일,2,13,16:07,라마다제주시티홀,제주특별자치도 제주시 중앙로 304,숙소,,🎥 영상 보기
,2박 3일,2,14,16:38,트리피덕,제주특별자치도 제주시 조천읍 함덕8길 2 1층,맛집,,🎥 영상 보기
--- Day 3 코스 시작 ---,,,,,,,,,
,2박 3일,3,15,19:25,예사랑,제주특별자치도 제주시 조천읍 신북로 544 예사랑,맛집,,🎥 영상 보기
,2박 3일,3,16,20:51,신촌덕인당 본점,제주특별자치도 제주시 조천읍 신촌북5길 2,맛집,,🎥 영상 보기
,2박 3일,3,17,21:25,엠블라,제주특별자치도 제주시 조천읍 신북로 77 1층,맛집,,🎥 영상 보기
,2박 3일,3,18,23:23,컴포터블,제주특별자치도 제주시 한림읍 귀덕11길 55,카페,,🎥 영상 보기
,2박 3일,3,19,0:48,아베베 베이커리 제주,제주특별자치도 제주시 동문로6길 4 1-3층(일도일동),맛집,,🎥 영상 보기
,2박 3일,3,20,1:36,미띠뽀티하우스,제주특별자치도 제주시 오복2길 34 2층,카페,,🎥 영상 보기
,2박 3일,3,21,4:53,모이세해장국 본점,"제주특별자치도 제주시 삼무로 15 1층 101호, 102호",맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"제주 동쪽 여행 브이로그 2박3일🍊 제주만 9번째인 사람이 다 알려줌  ✱ 맛집,제주감성숙소,카페,소품샵 ✱ JEJU VLOG l 길갈팜랜드,섭지코지,성산일출봉,송당미학",2박 3일,1,1,1:25,송당미학,제주특별자치도 제주시 구좌읍 송당서길 47-1,카페,"15,236",🎥 영상 보기
,2박 3일,1,2,3:48,길갈 팜 랜드,제주특별자치도 제주시 조천읍 남조로 1785-12,관광지,,🎥 영상 보기
,2박 3일,1,3,5:12,어라운드폴리,제주특별자치도 서귀포시 성산읍 서성일로 433,숙소,,🎥 영상 보기
,2박 3일,1,4,6:30,가시아방국수,제주특별자치도 서귀포시 성산읍 섭지코지로 10,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
,2박 3일,2,5,7:15,온더스톤 게스트하우스 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,관광지,,🎥 영상 보기
,2박 3일,2,6,8:40,성산 팔도식당갈치조림 제주 섭지코지본점,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 15 1층 팔도식당 성산 섭지코지본점,관광지,,🎥 영상 보기
,2박 3일,2,7,9:55,제주도한라산게스트하우스 오르다하우스,제주특별자치도 제주시 중앙로 192 3층,카페,,🎥 영상 보기
,2박 3일,2,8,11:02,여름문구사,제주특별자치도 제주시 구좌읍 구좌로 77,기타,,🎥 영상 보기
--- Day 3 코스 시작 ---,,,,,,,,,
,2박 3일,3,9,12:18,해월정,제주특별자치도 제주시 구좌읍 해맞이해안로 2340 제주 해월정,맛집,,🎥 영상 보기
,,,,,,,,,
코스 제목 (유튜브 명),일수 분류,일차,전체 순서,시점,장소명,주소,카테고리,조회수,유튜브 링크
"[vlog] A 2-Night, 3-Day Jeju Vlog: Visiting Only the Best Restaurants | Restaurant, Cafe, and Tra...",2박 3일,1,1,0:25,가시아방국수,제주특별자치도 서귀포시 성산읍 섭지코지로 10,맛집,"9,786",🎥 영상 보기
,2박 3일,1,2,1:05,카페 글렌코,제주특별자치도 제주시 구좌읍 비자림로 1202,카페,,🎥 영상 보기
,2박 3일,1,3,1:51,안돌오름 비밀의 숲,제주특별자치도 제주시 구좌읍 송당리 2170,관광지,,🎥 영상 보기
,2박 3일,1,4,2:49,제주삼춘 함덕해수욕장 흑돼지,제주특별자치도 제주시 조천읍 신북로 537-1 1층,관광지,,🎥 영상 보기
,2박 3일,1,5,4:06,조천 어촌계 해녀의 집,제주특별자치도 제주시 조천읍 조함해안로 212,맛집,,🎥 영상 보기
--- Day 2 코스 시작 ---,,,,,,,,,
